route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_type,trip_footnote
29,hjan2507-Sunday-1-JA2025-0000001,4007772,"CCRI Warwick",0,444248,290046,0,
29,hjan2507-Sunday-1-JA2025-0000001,4007773,"CCRI Warwick",0,444296,290046,0,
29,hjan2507-Sunday-1-JA2025-0000001,4007774,"CCRI Warwick",0,444295,290046,0,
29,hjan2507-Sunday-1-JA2025-0000001,4007775,"CCRI Warwick",0,444248,290046,0,
29,hjan2507-Sunday-1-JA2025-0000001,4007776,"CCRI Warwick",0,444296,290046,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007927,"Centerdale via George Waterman Rd",1,444294,270105,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007928,"Kennedy Plaza",0,444294,270092,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007929,"Centerdale via Woonasquatucket Ave",1,444294,270100,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007930,"Kennedy Plaza",0,444294,270108,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007931,"Centerdale via George Waterman Rd",1,444294,270105,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007932,"Kennedy Plaza",0,444272,280031,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007933,"Kennedy Plaza",0,444294,280031,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007934,"Amazon Fulfillment Center (Johnston)",1,444272,280034,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007935,"Amazon Fulfillment Center (Johnston)",1,444294,280034,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007936,"Kennedy Plaza",0,444272,270108,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007937,"Centerdale via George Waterman Rd",1,444272,270105,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007938,"Kennedy Plaza",0,444294,270092,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007939,"Kennedy Plaza",0,444294,280028,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007940,"Centerdale via Woonasquatucket Ave",1,444294,270100,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007941,"Stop&Shop (Johnston)",1,444272,280029,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007942,"Kennedy Plaza",0,444272,280028,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007943,"Stop&Shop (Johnston)",1,444294,280029,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007944,"Kennedy Plaza",0,444272,270092,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007945,"Kennedy Plaza",0,444294,270108,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007946,"Centerdale via Woonasquatucket Ave",1,444272,270100,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007947,"Centerdale via George Waterman Rd",1,444294,270105,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007948,"Kennedy Plaza",0,444272,280028,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007949,"Stop&Shop (Johnston)",1,444272,280029,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007950,"Kennedy Plaza",0,444294,280028,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007951,"Kennedy Plaza",0,444272,270108,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007952,"Stop&Shop (Johnston)",1,444294,280029,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007953,"Centerdale via George Waterman Rd",1,444272,270105,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007954,"Kennedy Plaza",0,444294,270092,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007955,"Kennedy Plaza",0,444272,280028,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007956,"Centerdale via Woonasquatucket Ave",1,444294,270100,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007957,"Kennedy Plaza",0,444294,280028,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007958,"Stop&Shop (Johnston)",1,444272,280029,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007959,"Kennedy Plaza",0,444272,270092,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007960,"Stop&Shop (Johnston)",1,444294,280029,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007961,"Kennedy Plaza",0,444294,270108,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007962,"Centerdale via Woonasquatucket Ave",1,444272,270100,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007963,"Centerdale via George Waterman Rd",1,444294,270105,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007964,"Kennedy Plaza",0,444272,280028,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007965,"Stop&Shop (Johnston)",1,444272,280029,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007966,"Kennedy Plaza",0,444294,280028,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007967,"Kennedy Plaza",0,444272,270108,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007968,"Stop&Shop (Johnston)",1,444294,280029,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007969,"Centerdale via George Waterman Rd",1,444272,270105,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007970,"Kennedy Plaza",0,444294,270092,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007974,"Kennedy Plaza",0,445605,270108,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007975,"Kennedy Plaza",0,445605,280028,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007976,"Kennedy Plaza",0,445605,280028,0,
27,hjan2507-Sunday-1-JA2025-0000001,4007977,"Kennedy Plaza",0,445605,270092,0,
28,hjan2507-Sunday-1-JA2025-0000001,4007978,"Kennedy Plaza",0,445605,280028,0,
